Message,Sentiment
"Top Trending on Stocktwits right now 👇

• NIFTY 50: +0.7%
• CDSL: +7.6%
• Nifty 100: +0.7%
• Nifty Bank: +0.6%
• BSE: +10.4%
• Dhani Services: -2.2%
• Union Bank: -0.3%
• Sagility India: +5%
• Bajaj Finance: +1.4%
• Angel One: +5%

See all that's trending on Stocktwits 👇
stocktwits.onelink.me/Lo6t/ugf4asuy",0.39285714285714285
"Look who's moving! 👀

Bajaj Housing Finance jumps 6%, its most in 2 months! 🚀",0.625
🚨 Nifty IT Index hit a new high,0.1481818181818182
"Swiggy up 9%
Zomato up 5%

Investors rn:",0.0
"🚨 Nomura: Expect RBI to cut repo by 25 bps tomorrow along with a 50 bps CRR cut.

Will RBI cut interest rate? 👀",0.0
"Capital market stocks bullish today 👇

• BSE +7%
• Kfin Tech+5%
• CDSL +4%
• Angel One +3%
• CAMS +2%",0.0
"Morgan Stanley calls the shots!
 
""Underweight"" rating for Hero Moto with a target of ₹4,110 – that's an 11% downside on the cards 😬

Time to buy the dip?",0.0
"🚨 Zomato hit a new all-time high

Sentiment is ""Bullish"" on Stocktwits! 😀",0.16818181818181818
"🚨 BREAKING

Govt. collapse in France after Prime Minister Michel Barnier was ousted in a no-confidence vote",0.0
"🚨 Bitcoin breaks $100,000 for the first time

YTD Return: 143% 🤯",0.25
"5 stocks to buy as per SEBI RAs 👇

Watch now: youtu.be/l813yfZzlo8",0.0
"Short-term trade ideas from SEBI RAs on Stocktwits 👇   
   
Upside: 25%   
https://stocktwits.com/holdwithPriyank/message/594984450   
   
Upside: 21%   
https://stocktwits.com/VipinTrader/message/594987422   
   
Upside: 16%   
https://stocktwits.com/ramaiyavipul/message/594981005   
   
Upside: 9%   
https://stocktwits.com/GJsTechnoFunda/message/594985384",0.0
"Swiggy's Q2 earnings sent stock up by 3% 😀 In today’s top story in The Daily Rip India, we break down Swiggy’s earnings and see how it stack up against Zomato ⚔️

Also featured:

😮 SEBI cancels a SME IPO last minute
🚀 Defence stocks on a fresh rally

Make sure you all have subscribed to the best free daily newsletter
here: thedailyrip-in.stocktwits.com/p/defence-stoc…",0.28271604938271605
"The Stocktwits Index Momentum Index managed to end higher by 0.74% in a volatile market, outperforming Nifty 500, which rose by 0.34%.    

PB Fintech (+4.1%) & Dixon Tech (+3.1%) emerged as the top gainers, leading the index.",0.45
"Markets cooled off from the day's high to end the volatile session flat. Mid and small caps extended their gaining streak to day 9, marking their strongest run since the election rally. Banking stocks led the charge amidst hopes of an RBI liquidity boost. PSU Bank index closed at a 4-month high. FMCG and auto stocks ended as the top losers.

✧ $NIFTY50.NSE △ 0.04%         
✧ $SENSEX △ 0.1%         
✧ $NIFTYBANK.NSE △ 1.1%         
✧ $NIFTYMIDCAP100.NSE △ 1.1%         
✧ $NIFTYSMLCAP100.NSE △ 0.9%         
✧ Stocktwits India Momentum Index △ 0.7%",0.030625
"PSU Bank Stocks on fire today🔥

Nifty PSU Bank Index (+2.3%) at 4-month high 🚀",0.16
"PB Fintech hits a new high! Up 4% 🚀

Board approves incorporation of healthcare subsidiary

Time to jump in on this breakout?👀",0.16818181818181818
🚨 HDFC Bank up 2%,0.0
"A mega 🧵 of the top 10 Q2 performers on Stocktwits by SEBI RA Rohit Mehta. 

Check out if your fav stock is on this list👇
stocktwits.onelink.me/Lo6t/elnfqpa2",0.5
Defence Stocks 😀,0.0
"Top Trending on Stocktwits right now 👇

• CDSL: +2% 
• NIFTY 50: +0.1%
• Suzlon Energy: +3.9%
• Nifty Bank: +0.8%
• Nifty Commodities: -0.2%
• Nifty Auto: -0.5%
• Motilal Oswal: +0.6%
• Oberoi Realty: +4.1%
• NTPC Green: +2.2%
• Infosys: +0.2%

See all that's trending on Stocktwits 👇
stocktwits.onelink.me/Lo6t/ugf4asuy",0.1952380952380952
"🚨 Adani-run Ambuja Cement evaluates deal to acquire Star Cement for expansion in North East

Adani back to business!!!",0.0
🚨 Adani Group seeks SEBI settlement for shareholding violation charges to avoid regulatory action: Report,0.1
"🚨 HEG hits a 6-year high, soaring 30% in just 2 days!

China has decided to impose tighter control on the export of graphite to USA 

Trade war brewing again? 👀",0.2
"🚨 Zomato up 2%, trading near its ATH

CLSA maintains 'outperform' rating with a target price of ₹370, indicating potential upside of 30%

Time to add? 👀

Share your opinion on Zomato on Stocktwits 👇🏻 
https://stocktwits.com/symbol/ZOMATO.NSE",0.05
"PSU Bank Index trading near 4-month high 😀

• UCO Bank +4%
• Central Bank +3%
• Bank of India +3%
• IOB +3%",0.08666666666666667
"🚨 Defence stocks are on FIRE! 🚀

The Centre approved 5 defence proposals worth over ₹21,700 crore 

Are we in for another rally? 👀",0.3
"🚨 Swiggy Q2 Earnings Snapshot

Stock is up 5% 🚀",0.0
"Best stocks to buy in this correction 👇

Watch now: youtu.be/l813yfZzlo8",1.0
"Short-term trade ideas from SEBI RAs on Stocktwits 👇   
   
Upside: 21%   
https://stocktwits.com/ramaiyavipul/message/594821465   
   
Upside: 15%   
https://stocktwits.com/GJsTechnoFunda/message/594745265   
   
Upside: 13%   
https://stocktwits.com/Starofmarketadvice/message/594655636   
   
Upside: 10%   
https://stocktwits.com/VipinTrader/message/594658215",0.0
"FMCG stocks took a hit after reports of GST hikes 😮 In our top story in The Daily Rip India, we unpack the details surrounding this issue 🤓

Also featured:

🤑 A broker predicting massive upside for Adani Ports
🤗 KPI Green Energy secures a major order win

Make sure you all have subscribed to the best free daily newsletter
here:thedailyrip-in.stocktwits.com/p/tax-tax-and-…",0.30625
"Markets rose for a third consecutive day and ended at a 4-week high. Bank Nifty climbed to a 2-month high, driven by strength in HDFC Bank, which touched a new all-time high. Mid and Small Caps extended their rally to Day eight. Nifty FMCG ended in the red amidst reports of GST rate hike.

✧ $NIFTY50.NSE △ 0.8%        
✧ $SENSEX △ 0.7%        
✧ $NIFTYBANK.NSE △ 1.1%        
✧ $NIFTYMIDCAP100.NSE △ 0.9%        
✧ $NIFTYSMLCAP100.NSE △ 0.8%        
✧ Stocktwits India Momentum Index △ 0.6%",0.10737373737373737
"The Stocktwits India Momentum Index closed with a gain of 0.58%, closely trailing the Nifty500, which rose 0.81%.    

The day’s top performers were Kfin Tech (+3.5%) and Oracle Financial (+2.1%), while Kaynes Tech ended as the biggest laggard, slipping 1.5%.",0.18
"Swiggy - All eyes on Q2 earnings report dropping TODAY! 👀

Trading 4% higher after giving up intraday gains of up to 10%! 📈",0.3125
"SEBI RA Aakash Jajoo shares a detailed insight into renewable energy and how it is presenting a second chance for investors. 

Everything you need to know on Stocktwits 👇

https://stocktwits.com/aakashjajoo/message/594537691",0.2
🚨 HDFC Bank hits a new high,0.1481818181818182
"Oracle Financial is on track to hit a new high! 📈

Are you already holding or looking to buy here? 👇",0.11212121212121212
"Top Trending on Stocktwits right now 👇

• Zinka Logistics: -2.6% 
• Sbi Life: +0.6%
• NIFTY 500: +0.7%
• Adani Green: -0.6%
• OFSS: +2.1%
• NTPC Green: +10%
• HUDCO: -1.1%
• PFC: +1.1%
• Ola Electric: +6%
• HDFC Bank: +1.1%

See all that's trending on Stocktwits 👇
stocktwits.onelink.me/Lo6t/ugf4asuy",0.0964285714285714
"Adani group stocks which are back above their pre-bribery charge prices! 👀

• Adani Power
• Adani Ports
• Adani Total Gas
• ACC
• Ambuja Cement
• NDTV",0.0
"KPIT Tech trading higher by 6.5% 📈

JP Morgan gives it an overweight rating with a target of ₹1,900, signaling a potential upside of 33% 🚀

Are you looking to add? 👀",0.125
"Recently listed IPOs are on a wild ride! 🤯

• Environ Infra +14% 
• NTPC Green Energy +10% 
• Niva Bupa Health +10% 
• Arkade Developers +7% 
• OLA Electric +5% 

Are you riding this momentum? 🚀",-0.025000000000000005
"Nifty trading above 24,400, now at a 4-week high! 🚀

Bulls in full control 💪",0.18333333333333335
"🚨 NTPC Green hits 10% upper circuit, stock is up 30% from issue price 

IPO holders rn:",-0.1
"🚨 PSU Bank Index up 2.3%

• Union Bank +3.5%
• Canara Bank +3%
• Bank of Baroda +2.7%
• Central Bank +2.6%

Warming up for another rally? 👀",0.0
"🚨 Nifty FMCG Index down 1.2%

ITC -3%
VBL -3%

Will GST council approve 35% GST? 😬",-0.15555555555555559
"SEBI RA Rohit Mehta shares a list of 5 breakout stocks you should know 😎

http://stocktwits.com/billiondreamz/message/594660852

*Disclaimer: The thread contains stocks with less than 5,000 cr market cap. High volatility might be seen in this counter.",-0.003333333333333327
"Best stocks to buy right now 👇

Watch Now: youtu.be/l813yfZzlo8",0.6428571428571428
"📢 SEBI RA Priyank Sharma is hosting an AMA and is ready to tackle your market queries. 

Ask away in his post on Stocktwits now 👇
stocktwits.onelink.me/Lo6t/28xld3kl",0.2
"Howdy traders, good evening! 😊

GDP data missed estimates, but the market said, meh. 💁‍♂️ Dive into our top story in The Daily Rip India, where we break down Q2 GDP numbers and why the bulls are still charging! 🐂

Also covered:

📱Dixon Tech's deal with Google
🛵OLA's MASSIVE expansion plan
🏭Jefferies' top pick in the cement sector

Make sure you all have subscribed to the best free daily newsletter
here: thedailyrip-in.stocktwits.com/p/gdp-data-suc…",0.3580555555555555
Making a strong comeback 💪🏻,0.4333333333333333
"The Stocktwits India Momentum Index crushed it today by soaring 2.20%, outperforming Nifty 500, which managed a modest 0.66% gain.     

9 out of 10 stocks closed in the green, led by top performers Dixon Tech and Kaynes Tech. The lone laggard was Aegis Logistics, down 7.8%.",0.007407407407407395
"Nifty closed higher for the 2nd straight day amidst weak GDP data and INR hitting fresh lows vs USD. Mid and small-cap stocks outperformed benchmark indices, marking their 7th straight day of positive closing. Realty, Pharma & Auto stocks led the rally. Dixon Tech hit an ATH after announcing its plans to manufacture Google Pixel.

✧ $NIFTY50.NSE △ 0.6%
✧ $SENSEX △ 0.6%
✧ $NIFTYBANK.NSE △  0.1%
✧ $NIFTYMIDCAP100.NSE △ 1.0% 
✧ $NIFTYSMLCAP100.NSE △ 1.1%
✧ Stocktwits India Momentum Index △ 2.2%",0.07803030303030303
"Kaynes jumps 6%—finally making some big moves! 🚀

Are you holding this one in your portoflio? 🧐",0.0
"🚨 Nifty trading near day’s highs!

Shrugs off weak GDP data—market focus shifts to the RBI MPC meet on 6th Dec 👀",-0.125
"SEBI RA Vishal Bhingardiya spots a breakout on this stock, sees huge upside.

Check out his post on Stocktwits for more deets 👇

http://stocktwits.com/VishalBhingaradiya/message/594662115",0.45000000000000007
Bhavish up to something big 👀,0.0
"🚨 Nifty Realty up 2%

Stocks leading the index:
• Lodha +4.1%
• Godrej Prop +3.5%
• DLF 2%
• Phoenix Mills +1.9%

Join other traders discussing real estate stocks on Stocktwits 👇🏻 

https://stocktwits.com/symbol/NIFTYREALTY.NSE",0.037500000000000006
"Nifty can fall towards 22,000-22,500 level, which is a fair value for markets: Pankaj Murarka, Renaissance Investment Manager

Nifty to 22,000?  👀",0.7
"Top Trending on Stocktwits right now 👇

• HCL Tech: +0.5% 
• NIFTY 500: +0.2%
• Nifty Midcap 100: +0.6%
• CDSL: +1.9%
• Coal India: +0.8%
• Nifty Commodities: +0.6%
• HDFC Bank: -0.7%
• SBI: -0.4%
• Adani Enterprises: -0.9%
• UPL: +1.5%

See all that's trending on Stocktwits 👇
stocktwits.onelink.me/Lo6t/ugf4asuy",0.39285714285714285
"HDFC Bank trading 1% lower 📉

Will it bounce back to new highs or this is it? 👀",0.06818181818181818
🚨Swiggy to report its Q2 earnings tomorrow,0.0
🚨 Greaves Cotton board approves IPO of subsidiary Greaves Electric Mobility,0.0
"Nifty Pharma reclaims 50-EMA 👀

Pharma stocks are on a solid run recently (1M Return)

• Biocon +19%
• Laurus Labs +17%
• Gland +7%
• Divis' +5%",0.0
"Dixon Tech up 5%, hits new all-time high 🚀

Co. announced plans to commence mass production of Google Pixel 

Nomura has a buy rating with target of ₹18,654, indicating potential upside of 13%",0.0987878787878788
"🚨 Nifty bounces back from the dip, now trading in the green!",-0.125
"Cochin Shipyard gains 4%, up 30% from lows 🚀

Co. has signed contract worth ₹1,000Cr with the Defence Ministry",0.3
"Stocks to buy right now 👇🏻 

Watch now: https://youtu.be/l813yfZzlo8",0.2857142857142857
🥲,0.0
"Companies part of Nifty 50 since inception (Nov'95) 

• State Bank of India
• HDFC Bank
• Tata Motors
• Bajaj Auto
• HDFC*
• ICICI Bank
• Hindustan Unilever
• ITC
• Reliance Industries
• Tata Steel
• Hindalco Industries
• Larsen & Toubro

*Until its merger",0.0
"The Stocktwits India Momentum Index smashed it this week, gaining 6.6% and outperforming the NIFTY 500's modest 2% gain. 🚀

All 10 stocks closed the week in the green, with Cochin Shipyard (+21.4%) and Aegis Logistics (+13.5%) leading the index with stellar performances. 💪

This week, Cochin Shipyard replaced Hitachi Energy India in the index.",0.012499999999999997
"🚨 India's Q2 FY25 GDP slows to 5.4%, a two-year low",0.0
"Why Reliance is down 20% from highs? 🧐

Watch now: youtu.be/GJRDuQlR6IQ",-0.15555555555555559
"Short-term trade ideas from SEBI RAs on Stocktwits 👇   
   
Upside: 23%   
https://stocktwits.com/Punam_Kucheria/message/594396146   
   
Upside: 11%   
https://stocktwits.com/VipinTrader/message/594431677   
   
Upside: 11%   
https://stocktwits.com/stockvaani/message/594441031   
   
Upside: 9%   
https://stocktwits.com/Punam_Kucheria/message/594395557",0.0
"Good evening, traders, and happy weekend! ☺️

Semiconductor is the hot sector right now, and one company is definitely on our radar. 🎯

In today’s top story in The Daily Rip India, we bring you a small-cap semiconductor stock that brokerages see with HUGE upside potential. 😳

Also covered:

🩺 All the deets on the Suraksha Diagnostics IPO 
🚀 Stocks making big moves in the last week

Make sure you all have subscribed to the best free daily newsletter
here: thedailyrip-in.stocktwits.com/p/back-to-back…",0.33571428571428574
"The Stocktwits India Momentum Index rose by 0.45%, slightly trailing Nifty 500's gain of 0.77%. 

Aegis Logistics kept the momentum going with a +4.1% surge, while Godfrey Phillips struggled, falling -3.4%.",0.21666666666666667
"Markets wrapped the Friday session on a positive note, rebounding sharply from the previous intraday fall. Pharma stocks absolutely crushed it today. Airtel & Cipla among top gainers. Further, markets ended higher for a second straight week, rallying nearly 3% in two weeks. All eyes are now on tomorrow’s Q2 GDP data.

✧ $NIFTY50.NSE △ 0.9%      
✧ $SENSEX △ 1.0%      
✧ $NIFTYBANK.NSE △ 0.3%      
✧ $NIFTYMIDCAP100.NSE △ 0.2%      
✧ $NIFTYSMLCAP100.NSE △ 0.8%      
✧ Stocktwits India Momentum Index △ 0.5%",0.08856060606060606
"Top Trending on Stocktwits right now 👇

• Sbi Life Insurance: -1.5% 
• Syngene International: +2.6%
• Kfin Technologies: -0.7%
• Colgate-Palmolive: -2.6%
• Piramal Pharma: +8.0%
• HUDCO: +4.6%
• Artemis Medicare: -1.4%
• Pearl Global Industries: +1.4%
• NIFTY 50: +0.9%
• Nifty Auto: +1%

See all thats trending on Stocktwits 👇
stocktwits.onelink.me/Lo6t/ugf4asuy",0.19642857142857142
"🚨AMA Alert 🚨

What's next for the markets? SEBI RA Vipin Dixena is sharing his insights and is ready to tackle your market queries 🤓 

Ask your questions on Stocktwits 👇

stocktwits.onelink.me/Lo6t/1wwufa5s",0.1
"SEBI RA Financial Sarthi Sees huge upside in this stock with a multi-year breakout. 

More deets in his post on Stocktwits 👇

stocktwits.onelink.me/Lo6t/zmm079hi",0.30000000000000004
"🚨 Reliance up 2%!

Morgan Stanley keeps an 'Overweight' rating with a ₹1,662 target, indicating a 28% upside🚀",0.0
"Enviro Infra debuts at ₹220, a solid 49% premium! 🎉",0.0
"Zomato making moves! 👀

• Raised ₹8,500 Cr via QIP 
• Now part of NSE F&O segment from today 
• Set to join Sensex on 23rd Dec 

Exciting times ahead for Zomato 😎",0.3
"Reliance down 20% from highs, time to buy? 🤔

Watch now: youtu.be/GJRDuQlR6IQ",-0.15555555555555559
"Short-term trade ideas from SEBI RAs on Stocktwits 👇   
   
Upside: 39%   
https://stocktwits.com/aymr2504/message/594381931   
   
Upside: 30%   
https://stocktwits.com/Sumesh_guleria/message/594388875   
   
Upside: 22%   
https://stocktwits.com/finversify/message/594383413   
   
Upside: 12%   
https://stocktwits.com/Sumesh_guleria/message/594388157",0.0
"The Stocktwits India Momentum Index crushed it today, soaring 0.82% while the Nifty 500 stumbled with a 0.78% drop.    

The showstopper was Aegis Logistics, rallying 6.5% in a weak market! Most stocks struggled, with Oracle Financial dropping 1.8% and Motilal Oswal down 0.8%.",-0.044861111111111115
"Market lost momentum as hot US inflation data dimmed rate-cut hopes and weak global cues weighed in. Nifty broke below its 20-EMA, erasing this week's gains. Adani stocks continued recovering, IT tanked sharply, while PSUs and Defence remained strong. Midcaps and Smallcaps ended flat.

✧ $NIFTY50.NSE ▼ -1.5%     
✧ $SENSEX ▼ -1.5%     
✧ $NIFTYBANK.NSE ▼ -0.8%     
✧ $NIFTYMIDCAP100.NSE △ 0.1%     
✧ $NIFTYSMLCAP100.NSE △ 0.1%     
✧ Stocktwits India Momentum Index △ 0.8%",0.026388888888888882
🚨 Nifty down -1.5%,-0.15555555555555559
"SEBI RA Priyank Sharma sees this aviation stock taking off to new highs ✈

http://stocktwits.com/holdwithPriyank/message/594088075",0.13636363636363635
"Top Trending on Stocktwits right now 👇

• HDFC Bank: -0.5% 
• BEML: +2.3%
• Paytm: +2.7%
• Bharat Electronics: -0.2%
• Adani Wilmar: 0%
• Engineers India: -0.6%
• NIFTY 50: -0.9%
• Mazagon Dock: +1.2%
• Bajaj Finserv: -1.1%
• CDSL: -0.6%

See all that's trending on Stocktwits 👇
stocktwits.onelink.me/Lo6t/ugf4asuy",0.39285714285714285
"Stocks dragging Nifty down 👀

SBI & HDFC Life taking a hit, both down over 5% 🚨
IT pack deep in the red too! 🔴",-0.07777777777777779
"🚨 Nifty trading below 24,000 

Bears taking control after hot US inflation data",0.25
"Nifty IT tanking – down 2% 😳

What’s behind this sudden drop? 🤔",-0.1851851851851852
💣 Defence stocks on the offensive today! 👀,0.0
These 10 stocks move most of the Nifty - keep an eye on em 👀,0.5
🚨 Adani group stocks continue their recovery rally,0.0
"Short-term trade ideas from SEBI RAs on Stocktwits 👇   
   
Upside: 35%   
https://stocktwits.com/aymr2504/message/594243133   
   
Upside: 13%   
https://stocktwits.com/Starofmarketadvice/message/594245142   
   
Upside: 12%   
https://stocktwits.com/financialsarthis/message/594253506   
   
Upside: 12%   
https://stocktwits.com/VipinTrader/message/594247424",0.0
"Right time to buy Reliance Industries?

Watch now: youtu.be/GJRDuQlR6IQ",0.2857142857142857
"Check out community's latest additions to their portfolio 🛒

http://stocktwits.com/StocktwitsIndia/message/594247904",0.5
"Good evening, traders! 😀

OLA had its best day in over 3 months - stock is back above its IPO price. In our top story in The Daily Rip India, we tell you why OLA is on fire 🔥 

Also featured:

😇  Siemens India posts strong quarterly results
😭  A stock that received a double downgrade from Morgan Stanley

Make sure you all have subscribed to the best free daily newsletter 
here: thedailyrip-in.stocktwits.com/p/ola-s-on-fir…",0.39236111111111116
"FMCG, Defence? See which sectors Stocktwits Community is most bullish on 👇

http://stocktwits.com/StocktwitsIndia/message/594248555",0.5
"The Stocktwits India Momentum Index had a slow day, slipping -0.12%, while NIFTY 500 edged up by 0.57%.

No fireworks today—stocks rested, with none moving beyond a 2% range.",-0.2
"Markets ended at three-week high aided by rally in Adani stocks. The Adani Group saw a strong comeback after clarification on the bribery charges. Small and midcaps outperformed as FIIs turned buyers. NTPC Green Energy soared on debut, while defense stocks gained momentum.

✧ $NIFTY50.NSE △ 0.3%    
✧ $SENSEX △ 0.3%    
✧ $NIFTYBANK.NSE △ 0.2%    
✧ $NIFTYMIDCAP100.NSE △ 0.6%    
✧ $NIFTYSMLCAP100.NSE △ 1.3%    
✧ Stocktwits India Momentum Index ▼ -0.1%",0.035833333333333314
"Swiggy to report earnings on 3rd December—save the date! 📅

Are you loading up before the announcement? 👀",0.0
"Top Trending stocks on Stocktwits right now 👇

• Zomato: +2.7%
• HDFC Bank: +0.7%
• Bajaj Auto: 0.8%
• Godfrey Phillips: +1.0%
• Piramal Enterprises: -0.3%
• NTPC: +2.4%
• ONGC: -0.6%
• Sagility India: +5.9%
• Ola Electric: +18.7%
• Berger Paints: +0.5%

See all the trending stocks on Stocktwits👇
stocktwits.onelink.me/Lo6t/ugf4asuy",0.39285714285714285
Now up by 12% 👀,0.0
"NTPC Green hits upper circuit of 10% 🚀

Listing gains at 13.6% 🫡",-0.1
🚨 OLA Electric up 4%,0.0
"Short-term trade ideas from SEBI RAs on Stocktwits 👇    
    
Upside: 28%    
https://stocktwits.com/MBA_INVESTMENTWALA/message/594097699    
    
Upside: 22%    
https://stocktwits.com/prabhatmittal1/message/594092318    
    
Upside: 20%    
https://stocktwits.com/holdwithPriyank/message/594089950    
    
Upside: 15%    
https://stocktwits.com/ArthaCapital/message/594096603",0.0
"Reliance is down 20% from its all-time highs. 
 
What’s happening with Reliance? Is it heading lower or a buy-the-dip opportunity? Watch our latest video for the answers and SEBI RAs' targets! 
 
Watch Now: https://youtu.be/GJRDuQlR6IQ",0.23472222222222222
"In today's The Daily Rip India:

😬 C2C Advanced Systems SME IPO listing postponed after SEBI’s intervention
🤑 Defence stocks make explosive moves

Top story: The banger rally in Vodafone Idea shares—what's driving it and what's next for the telco! 🚀

Make sure you all have subscribed to the best free daily newsletter   
here: thedailyrip-in.stocktwits.com/p/what-an-idea…",0.35
"The Stocktwits India Momentum Index shines again, up 0.82%, leaving the NIFTY500's modest 0.04% gain in dust.

Hitachi Energy finally made a solid move, while Kfin Tech kept riding its momentum wave. On the flip side, Oracle Fin took a hit, ending as the biggest loser.",0.03333333333333333
"Markets lose steam as Nifty ends with minor cuts after a 2-day rally, amidst weak global cues. IT stocks steal the show, driving the IT Index to a record high, while Adani group stocks slump following downgrades.

✧ $NIFTY50.NSE ▼ -0.1%   
✧ $SENSEX ▼ 0.0%   
✧ $NIFTYBANK.NSE ▼ 0.0%   
✧ $NIFTYMIDCAP100.NSE △ 0.0%   
✧ $NIFTYSMLCAP100.NSE △ 0.8%   
✧ Stocktwits India Momentum Index △ 0.82%",-0.053000000000000005
